Komentar,comment_clean,comment_preprocessing,comment_DLD,label
"RUMAHKU 1 JAM DARI IKN, KLAU LEWAT TOL 30 MENIT AJ..BANGGA TETANGGA'AN SAMA IBU KOTA NEGARA 😍🇮🇩",rumahku jam dari ikn klau lewat tol menit aj bangga tetangga an sama ibu kota negara,"['rumah', 'jam', 'ikn', 'tol', 'menit', 'bangga', 'tetangga', 'kota', 'negara']","['rumah', 'jam', 'ikn', 'tol', 'menit', 'bangga', 'tetangga', 'kota', 'negara']",Positif
mau org lain ngehate IKN ampe jungkir balik jg gue ttp mandang ni ibukota cakep bett cokkk,mau org lain ngehate ikn ampe jungkir balik jg gue ttp mandang ni ibukota cakep bett cokkk,"['orang', 'ngehate', 'ikn', 'jungkir', 'pandang', 'ibukota', 'bagus']","['orang', 'ngerti', 'ikn', 'jungkir', 'pandang', 'ibukota', 'bagus']",Positif
Yang belum pernah keJakarta semoga nanti diganti bisa ke IKN 🔥🔥🔥,yang belum pernah kejakarta semoga nanti diganti bisa ke ikn,"['jakarta', 'moga', 'ganti', 'ikn']","['jakarta', 'moga', 'ganti', 'ikn']",Positif
indah bngett,indah bngett,"['indah', 'bngett']","['indah', 'bnpp']",Positif
"tiap muncul video ikn, jd tbtb mewek terharu bangga gitu loh gais paham ga sihh🥹🥹🥹🥹",tiap muncul video ikn jd tbtb mewek terharu bangga gitu loh gais paham ga sihh,"['muncul', 'video', 'ikn', 'tiba', 'mewek', 'haru', 'bangga', 'loh', 'paham']","['muncul', 'video', 'ikn', 'tiba', 'melek', 'hari', 'bangga', 'loh', 'paham']",Positif
mantaaaaaab nya.🥰,mantaaaaaab nya,['mantap'],['mantap'],Positif
"indah sekali, bangga. arsitek nya,luar biasa 👍👍👏",indah sekali bangga arsitek nya luar biasa,"['indah', 'bangga', 'arsitek']","['indah', 'bangga', 'arsitek']",Positif
"MERDEKA.....Menyala IKN ,KERENNNNN Indonesiaku 🤩😍👍👍👍",merdeka menyala ikn kerennnnn indonesiaku,"['merdeka', 'nyala', 'ikn', 'keren', 'indonesia']","['merdeka', 'nyala', 'ikn', 'keren', 'indonesia']",Positif
gk sabar liat Upacara 17an di IKN,gk sabar liat upacara an di ikn,"['sabar', 'lihat', 'upacara', 'ikn']","['sabar', 'lihat', 'upacara', 'ikn']",Positif
keren abis❤️,keren abis,"['keren', 'habis']","['keren', 'habis']",Positif
gassss IKN pokoknya harusss kesana,gassss ikn pokoknya harusss kesana,"['tuju', 'ikn', 'pokok', 'harus']","['tujuh', 'ikn', 'pokok', 'harus']",Positif
"pokok nya besok pantengin tv...mw lihat siaran lgsg..pengirabaran bendera. sekaligus, mw lihat terakhir kali nya pak presiden Jokowi😔",pokok nya besok pantengin tv mw lihat siaran lgsg pengirabaran bendera sekaligus mw lihat terakhir kali nya pak presiden jokowi,"['pokok', 'besok', 'pantengin', 'tv', 'lihat', 'siar', 'langsung', 'pengirabaran', 'bendera', 'lihat', 'kali', 'presiden', 'jokowi']","['pokok', 'besok', 'pandangan', 'tv', 'lihat', 'siar', 'langsung', 'pengabaran', 'bendera', 'lihat', 'kali', 'presiden', 'jokowi']",Positif
bagus bgtttttt😭😭😭😭,bagus bgtttttt,['bagus'],['bagus'],Positif
Semoga sukses acara 17 an di IKN...Tuhan memberkati 🙏,semoga sukses acara an di ikn tuhan memberkati,"['moga', 'sukses', 'acara', 'ikn', 'tuhan', 'kati']","['moga', 'sukses', 'acara', 'ikn', 'tuhan', 'kata']",Positif
seru keknya jadi asn di ikn. Bismillahirrahmanirrahim,seru keknya jadi asn di ikn bismillahirrahmanirrahim,"['seru', 'kek', 'asn', 'ikn', 'moga']","['seru', 'kek', 'asn', 'ikn', 'moga']",Positif
semoga suatu saat bisa berkunjung ke IKN,semoga suatu saat bisa berkunjung ke ikn,"['moga', 'kunjung', 'ikn']","['moga', 'kunjungi', 'ikn']",Positif
indah bgt Pak Jokowi saya mau ke IKN gratis 😭,indah bgt pak jokowi saya mau ke ikn gratis,"['indah', 'jokowi', 'ikn', 'gratis']","['indah', 'jokowi', 'ikn', 'gratis']",Positif
allahumma sholli 'ala sayyidina muhammad semoga bisa jadi PNS di ikn aamiin,allahumma sholli ala sayyidina muhammad semoga bisa jadi pns di ikn aamiin,"['muhammad', 'moga', 'pns', 'ikn']","['muhammad', 'moga', 'pn', 'ikn']",Positif
IKN tercinta seindah ini💞💞🥰,ikn tercinta seindah ini,"['ikn', 'cinta', 'indah']","['ikn', 'cinta', 'indah']",Positif
Ya Allah keren banget semoga Allah SWT merestui dan memberkahi sllu pembangunannya 🤲🤲🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,ya allah keren banget semoga allah swt merestui dan memberkahi sllu pembangunannya,"['keren', 'moga', 'swt', 'restu', 'kah', 'bangun']","['keren', 'moga', 'swt', 'restu', 'kat', 'bangun']",Positif
Wowww kerennnnn👍,wowww kerennnnn,"['keren', 'keren']","['keren', 'keren']",Positif
bangga banget bisa punya istana negara hasil buatan anak Bangsa 🥰🥰,bangga banget bisa punya istana negara hasil buatan anak bangsa,"['bangga', 'istana', 'negara', 'hasil', 'buat', 'anak', 'bangsa']","['bangga', 'istana', 'negara', 'hasil', 'buah', 'anak', 'bangsa']",Positif
masya allah cntik🥰,masya allah cntik,"['masya', 'cantik']","['maya', 'cantik']",Positif
Bagus betttt masya Allahhh,bagus betttt masya allahhh,"['bagus', 'masya']","['bagus', 'maya']",Positif
IKN karya anak bangsa MUANTAP BROOO 👍👍👍,ikn karya anak bangsa muantap brooo,"['ikn', 'karya', 'anak', 'bangsa', 'muantap']","['ikn', 'karya', 'anak', 'bangsa', 'muatan']",Positif
Menyala abangku 🔥,menyala abangku,"['nyala', 'abang']","['nyala', 'abang']",Positif
Masya Allah👍,masya allah,['masya'],['maya'],Positif
masyaallah IKN 😍,masyaallah ikn,"['masyaallah', 'ikn']","['masyaallah', 'ikn']",Positif
"ya Alloh luar biasa
bangga jd orang Indonesia....",ya alloh luar biasa bangga jd orang indonesia,"['bangga', 'orang', 'indonesia']","['bangga', 'orang', 'indonesia']",Positif
Amazing... Akhirnya punya istana merdeka yg cantik hasil karya anak negri ❤,amazing akhirnya punya istana merdeka yg cantik hasil karya anak negri,"['bagus', 'istana', 'merdeka', 'cantik', 'hasil', 'karya', 'anak', 'negri']","['bagus', 'istana', 'merdeka', 'cantik', 'hasil', 'karya', 'anak', 'negeri']",Positif
BAGUS BANGET MEWAH MEGAH😍😭❤️,bagus banget mewah megah,"['bagus', 'mewah', 'megah']","['bagus', 'mewah', 'megah']",Positif
Agréng kieu🔥,agr ng kieu,['ng'],['ngo'],Positif
mewah bgt coo😭,mewah bgt coo,['mewah'],['mewah'],Positif
"mreka disana deg""an juga ga ya
aku yg disini ngeliat dr hp aja deg""an nunggu 17agust",mreka disana deg an juga ga ya aku yg disini ngeliat dr hp aja deg an nunggu agust,"['mreka', 'sana', 'ngeliat', 'hp', 'nunggu']","['mr', 'sana', 'ngemis', 'hp', 'nunung']",Positif
kreeeen bos berkelas bangunan nya ngak kalah lah sama luar negeri,kreeeen bos berkelas bangunan nya ngak kalah lah sama luar negeri,"['keren', 'bos', 'kelas', 'bangun', 'kalah', 'negeri']","['keren', 'boks', 'kelas', 'bangun', 'kalah', 'negeri']",Positif
masya Allah akhirnya Indonesia bisa punya ibu kota murni didirikan dari O hasil karya presiden terbaik sepanjang masa🥰🥰🥰terimakasih pak jokowi,masya allah akhirnya indonesia bisa punya ibu kota murni didirikan dari o hasil karya presiden terbaik sepanjang masa terimakasih pak jokowi,"['masya', 'indonesia', 'kota', 'murni', 'diri', 'o', 'hasil', 'karya', 'presiden', 'baik', 'terimakasih', 'jokowi']","['maya', 'indonesia', 'kota', 'murni', 'diri', 'o', 'hasil', 'karya', 'presiden', 'baik', 'terindikasi', 'jokowi']",Positif
"berjayalah NKRI Nusantaro.
Rahayu Rahayu Rahayu 🙏🙏🙏",berjayalah nkri nusantaro rahayu rahayu rahayu,"['jaya', 'nkri', 'nusantaro', 'rahayu', 'rahayu', 'rahayu']","['jaya', 'nkri', 'nusantara', 'rahayu', 'rahayu', 'rahayu']",Positif
"bangga dengan hasil karya anak bangsa, Hebat 🔥",bangga dengan hasil karya anak bangsa hebat,"['bangga', 'hasil', 'karya', 'anak', 'bangsa', 'hebat']","['bangga', 'hasil', 'karya', 'anak', 'bangsa', 'hebat']",Positif
Masyaallah,masyaallah,['masyaallah'],['masyaallah'],Positif
org2 baik saja yg tau bersyukur🥰,org baik saja yg tau bersyukur,"['orang', 'tau', 'syukur']","['orang', 'tahu', 'syukur']",Positif
wow menyalah president ku 🥰,wow menyalah president ku,"['keren', 'salah', 'president']","['keren', 'salah', 'president']",Positif
tempat idaman,tempat idaman,['idam'],['ida'],Positif
"saya tahun kemarin sempat 17 Agustus di Monas, dan sekarang Alhamdulillah lebih dekat lagi di Kalimantan, salam dari Kalimantan",saya tahun kemarin sempat agustus di monas dan sekarang alhamdulillah lebih dekat lagi di kalimantan salam dari kalimantan,"['kemarin', 'monas', 'alhamdulilah', 'kalimantan', 'kalimantan']","['kemarin', 'monas', 'alhamdulillah', 'kalimantan', 'kalimantan']",Positif
"bagus sumpah, bangga sbg rakyat indonesia 🥰",bagus sumpah bangga sbg rakyat indonesia,"['bagus', 'sumpah', 'bangga', 'rakyat', 'indonesia']","['bagus', 'sumpah', 'bangga', 'rakyat', 'indonesia']",Positif
💪💪💪merdeka💪💪 jaya negriku indonesi ikn berjaya💪💪🥰🥰🥰🥰,merdeka jaya negriku indonesi ikn berjaya,"['merdeka', 'jaya', 'negriku', 'indonesia', 'ikn', 'jaya']","['merdeka', 'jaya', 'neraka', 'indonesia', 'ikn', 'jaya']",Positif
ikn indah banget..,ikn indah banget,"['ikn', 'indah']","['ikn', 'indah']",Positif
jd pengen pindah pulau ke ikn🥺🥺 Cntik dan damai bgt suasananya,jd pengen pindah pulau ke ikn cntik dan damai bgt suasananya,"['pindah', 'pulau', 'ikn', 'cantik', 'damai', 'suasana']","['pindah', 'pulau', 'ikn', 'cantik', 'damai', 'suasana']",Positif
"Proud to you IKN, no matter what they say
Love you, Indonesia 🤗🙏",proud to you ikn no matter what they say love you indonesia,"['proud', 'ikn', 'no', 'matter', 'mereka', 'suka', 'indonesia']","['promo', 'ikn', 'no', 'mater', 'mereka', 'suka', 'indonesia']",Positif
"Alhamdulillah IKN sdh jd sesuai rencana,harapan khususnya bapak presiden Jokowi Widodo dan masyarakat PD umumnya yg bgt Megah dan indah🤝🙏",alhamdulillah ikn sdh jd sesuai rencana harapan khususnya bapak presiden jokowi widodo dan masyarakat pd umumnya yg bgt megah dan indah,"['alhamdulilah', 'ikn', 'sesuai', 'rencana', 'harap', 'presiden', 'jokowi', 'widodo', 'masyarakat', 'megah', 'indah']","['alhamdulillah', 'ikn', 'sesuai', 'rencana', 'harap', 'presiden', 'jokowi', 'widodo', 'masyarakat', 'megah', 'indah']",Positif
merdeka mudah mudahan kita bisa ke ikn halnya kita ke ibukota Jakarta 🌹👍🙏,merdeka mudah mudahan kita bisa ke ikn halnya kita ke ibukota jakarta,"['merdeka', 'mudah', 'mudah', 'ikn', 'hal', 'ibukota', 'jakarta']","['merdeka', 'mudah', 'mudah', 'ikn', 'hal', 'ibukota', 'jakarta']",Positif
bapak ku di undang upacara bendera di ikn,bapak ku di undang upacara bendera di ikn,"['undang', 'upacara', 'bendera', 'ikn']","['undang', 'upacara', 'bendera', 'ikn']",Positif
"ibukota dijakarta ak belum pernah kesana ,sekarang IKN,mudah,,an bisa kesana keajaiban pasti ada🤲",ibukota dijakarta ak belum pernah kesana sekarang ikn mudah an bisa kesana keajaiban pasti ada,"['ibukota', 'ikn', 'mudah', 'ajaib']","['ibukota', 'ikn', 'mudah', 'ajaib']",Positif
"saya rakyat indonesia dijawa,, tetap bangga punya IKN,kebanggaan negriku",saya rakyat indonesia dijawa tetap bangga punya ikn kebanggaan negriku,"['rakyat', 'indonesia', 'bangga', 'ikn', 'bangga', 'negriku']","['rakyat', 'indonesia', 'bangga', 'ikn', 'bangga', 'neraka']",Positif
pengen banget we kunjungan ke IKN tapi nunggu saya punya uang dulu,pengen banget we kunjungan ke ikn tapi nunggu saya punya uang dulu,"['kunjung', 'ikn', 'nunggu', 'uang']","['kunjungi', 'ikn', 'nunung', 'uang']",Positif
nie baru mereka Indonesia punya ibukota IKN. yg bener bener mewah,nie baru mereka indonesia punya ibukota ikn yg bener bener mewah,"['nie', 'indonesia', 'ibukota', 'ikn', 'mewah']","['nih', 'indonesia', 'ibukota', 'ikn', 'mewah']",Positif
IKN itu udah berapa persen sih pembangunannya? apa udh selese?,ikn itu udah berapa persen sih pembangunannya apa udh selese,"['ikn', 'persen', 'bangun', 'selesai']","['ikn', 'persen', 'bangun', 'selesai']",Negatif
Dan besok adalah hari pertama dan terakhir pak jokowi berdiri sebagai inspektur upacara kemerdekaan Indonesia di IKN💔☹️,dan besok adalah hari pertama dan terakhir pak jokowi berdiri sebagai inspektur upacara kemerdekaan indonesia di ikn,"['besok', 'jokowi', 'diri', 'inspektur', 'upacara', 'merdeka', 'indonesia', 'ikn']","['besok', 'jokowi', 'diri', 'inspektur', 'upacara', 'merdeka', 'indonesia', 'ikn']",Positif
AQ bangga tinggal di Kalimantan 🔥🔥👍👍👍,aq bangga tinggal di kalimantan,"['bangga', 'tinggal', 'kalimantan']","['bangga', 'tinggal', 'kalimantan']",Positif
"Masya Allah, Alhamdulillah ♥️👍",masya allah alhamdulillah,"['masya', 'alhamdulilah']","['maya', 'alhamdulillah']",Positif
yg kmarin bilang IKN modelnya serem. ini cantik kali weeey,yg kmarin bilang ikn modelnya serem ini cantik kali weeey,"['kemarin', 'ikn', 'model', 'rem', 'cantik', 'kali']","['kemarin', 'ikn', 'model', 'rem', 'cantik', 'kali']",Positif
Begitu mewah dan megah sebagai identitas bangsa Indonesia merdeka 79 th baru bisa terwujud memiliki ibu kota hasil karya anak bangsa,begitu mewah dan megah sebagai identitas bangsa indonesia merdeka th baru bisa terwujud memiliki ibu kota hasil karya anak bangsa,"['mewah', 'megah', 'identitas', 'bangsa', 'indonesia', 'merdeka', 'wujud', 'milik', 'kota', 'hasil', 'karya', 'anak', 'bangsa']","['mewah', 'megah', 'identitas', 'bangsa', 'indonesia', 'merdeka', 'wujud', 'milik', 'kota', 'hasil', 'karya', 'anak', 'bangsa']",Positif
otw menghadiri upacara di ikn 😅,otw menghadiri upacara di ikn,"['otw', 'hadir', 'upacara', 'ikn']","['oto', 'hadir', 'upacara', 'ikn']",Positif
jayalah Indonesiaku. jayalah negeriku tercinta. semoga IKN tetap berjalan lancar dan jadi ibukota peradaban baru.,jayalah indonesiaku jayalah negeriku tercinta semoga ikn tetap berjalan lancar dan jadi ibukota peradaban baru,"['jaya', 'indonesia', 'jaya', 'negeri', 'cinta', 'moga', 'ikn', 'jalan', 'lancar', 'ibukota', 'adab']","['jaya', 'indonesia', 'jaya', 'negeri', 'cinta', 'moga', 'ikn', 'jalan', 'lancat', 'ibukota', 'adab']",Positif
IKN keren sekali memang Pak Jokowi sang maestro sejati dan tiada lawan,ikn keren sekali memang pak jokowi sang maestro sejati dan tiada lawan,"['ikn', 'keren', 'jokowi', 'maestro', 'sejati', 'tiada', 'lawan']","['ikn', 'keren', 'jokowi', 'maestro', 'sejati', 'tiada', 'lawan']",Positif
wow kita semua rakyat Indonesia bangga punya IKN,wow kita semua rakyat indonesia bangga punya ikn,"['keren', 'rakyat', 'indonesia', 'bangga', 'ikn']","['keren', 'rakyat', 'indonesia', 'bangga', 'ikn']",Positif
megahnya istana ikn🥰🥰,megahnya istana ikn,"['megah', 'istana', 'ikn']","['megah', 'istana', 'ikn']",Positif
"kepala garuda yg di bali yg di gwk di pindah ke ikn pasti tmbah keren,",kepala garuda yg di bali yg di gwk di pindah ke ikn pasti tmbah keren,"['kepala', 'garuda', 'bal', 'pindah', 'ikn', 'tmbah', 'keren']","['kepala', 'garuda', 'bak', 'pindah', 'ikn', 'tmbah', 'keren']",Positif
"IKN paling keren pak Jokowi,klo Pak Jokowi Presiden Indonesia yg Cerdas dan Sllu Mempnyai Pemikiran Baik,NKRI Bangga Mempnyai Presiden Cerdas 🇮🇩😭👍teman2 nya sama pak Abah 😭kita saudara ku Aceh🙏",ikn paling keren pak jokowi klo pak jokowi presiden indonesia yg cerdas dan sllu mempnyai pemikiran baik nkri bangga mempnyai presiden cerdas teman nya sama pak abah kita saudara ku aceh,"['ikn', 'keren', 'jokowi', 'jokowi', 'presiden', 'indonesia', 'cerdas', 'mempnyai', 'pikir', 'nkri', 'bangga', 'mempnyai', 'presiden', 'cerdas', 'teman', 'saudara', 'aceh']","['ikn', 'keren', 'jokowi', 'jokowi', 'presiden', 'indonesia', 'cerdas', 'mempunyai', 'pikir', 'nkri', 'bangga', 'mempunyai', 'presiden', 'cerdas', 'teman', 'saudara', 'aceh']",Positif
hari ini bapakku berangkat kesana buat upacara 🤗,hari ini bapakku berangkat kesana buat upacara,"['bapak', 'upacara']","['bapak', 'upacara']",Positif
Keren banget ikn nusantara💕💕,keren banget ikn nusantara,"['keren', 'ikn', 'nusantara']","['keren', 'ikn', 'nusantara']",Positif
cis yg rumahnya gak jauh dari ikn,cis yg rumahnya gak jauh dari ikn,"['rumah', 'ikn']","['rumah', 'ikn']",Positif
WOW BEAUTIFUL 😍👍👍👍,wow beautiful,"['keren', 'cantik']","['keren', 'cantik']",Positif
selamat datang di payakumbuh😭🙏,selamat datang di payakumbuh,"['selamat', 'payakumbuh']","['selamat', 'payakumbuh']",Positif
cakep bangettt ibukota kitaaa🥹,cakep bangettt ibukota kitaaa,"['bagus', 'ibukota']","['bagus', 'ibukota']",Positif
"mantap kali IKN,
Tuhan,
lancarkan dan sehatkanlah semua orang ygvbekerja di sana",mantap kali ikn tuhan lancarkan dan sehatkanlah semua orang ygvbekerja di sana,"['mantap', 'kali', 'ikn', 'tuhan', 'lancar', 'sehat', 'orang']","['mantap', 'kali', 'ikn', 'tuhan', 'lancat', 'sehat', 'orang']",Positif
indah sekali🥰🥰,indah sekali,['indah'],['indah'],Positif
cantik bngt ikn,cantik bngt ikn,"['cantik', 'ikn']","['cantik', 'ikn']",Positif
Matap ikn keren🔥,matap ikn keren,"['matap', 'ikn', 'keren']","['mata', 'ikn', 'keren']",Positif
massyaallah keren bgttt ikn,massyaallah keren bgttt ikn,"['massyaallah', 'keren', 'ikn']","['masyaallah', 'keren', 'ikn']",Positif
sebagus ini kok malah ada yg gak suka,sebagus ini kok malah ada yg gak suka,"['bagus', 'suka']","['bagus', 'suka']",Positif
"💓 walaupun belum jadi tapi udh kelihatan megah dan mewah🤩💓, idizn post di Ig ya mas🙏🏻",walaupun belum jadi tapi udh kelihatan megah dan mewah idizn post di ig ya mas,"['megah', 'mewah', 'idizn', 'post', 'ig', 'kakak']","['megah', 'mewah', 'id', 'post', 'igt', 'kakak']",Positif
cantik betul kaltimku🥹🥹😍,cantik betul kaltimku,"['cantik', 'kaltim']","['cantik', 'kaltim']",Positif
keren banget ya🥰🥰🥰 ya allah kapan bisa kesana😔😔😔😔,keren banget ya ya allah kapan bisa kesana,['keren'],['keren'],Positif
"CAKEP BANGET MASHA ALLAH, semoga nanti bisa kesini sekali seumur hidup minimal 🥹",cakep banget masha allah semoga nanti bisa kesini sekali seumur hidup minimal,"['bagus', 'masha', 'moga', 'umur', 'hidup', 'minimal']","['bagus', 'masa', 'moga', 'umur', 'hidup', 'minimal']",Positif
MENYALA IKN 🥰,menyala ikn,"['nyala', 'ikn']","['nyala', 'ikn']",Positif
Hasil pemimpin negeri yg sedikit bicara tapi banyak bekerja nyata....,hasil pemimpin negeri yg sedikit bicara tapi banyak bekerja nyata,"['hasil', 'pimpin', 'negeri', 'bicara', 'nyata']","['hasil', 'pimpin', 'negeri', 'bicara', 'nyata']",Positif
garuda ikn di mikroskop,garuda ikn di mikroskop,"['garuda', 'ikn', 'mikroskop']","['garuda', 'ikn', 'mikrosekon']",Negatif
kita usahakan menjadi bagian dari penduduk sukses di IKN besok💙!!!!,kita usahakan menjadi bagian dari penduduk sukses di ikn besok,"['usaha', 'duduk', 'sukses', 'ikn', 'besok']","['usaha', 'duduk', 'sukses', 'ikn', 'besok']",Positif
katanya kayak burung gagak..pdahal jelas² Indah begini dengan garuda versi sangar,katanya kayak burung gagak pdahal jelas indah begini dengan garuda versi sangar,"['burung', 'gagak', 'indah', 'garuda', 'versi', 'keren']","['burung', 'gagak', 'indah', 'garuda', 'versi', 'keren']",Positif
karya bangsa sendiri 🔥🔥🔥😘😘❤️❤️,karya bangsa sendiri,"['karya', 'bangsa']","['karya', 'bangsa']",Positif
subhanallah.. indah bangeet❤❤❤,subhanallah indah bangeet,"['subhanallah', 'indah']","['sunatullah', 'indah']",Positif
kan bagus garuda nya menyala Indonesiaku😘,kan bagus garuda nya menyala indonesiaku,"['bagus', 'garuda', 'nyala', 'indonesia']","['bagus', 'garuda', 'nyala', 'indonesia']",Positif
mudah2an pelaksanaan HUT RI di IKN berjalan lancar salam dari Tenggarong Kutai Kartanegara semoga bisa jalan2 kesana😍😍,mudah an pelaksanaan hut ri di ikn berjalan lancar salam dari tenggarong kutai kartanegara semoga bisa jalan kesana,"['mudah', 'laksana', 'ikn', 'jalan', 'lancar', 'tenggarong', 'kuta', 'kartanegara', 'moga', 'jalan']","['mudah', 'laksana', 'ikn', 'jalan', 'lancat', 'tenggarong', 'kuta', 'kartanegara', 'moga', 'jalan']",Positif
